SD7062_MULTI_OPTIMIZED_TEKNOFEST
  1.0000000   0.0005000
  0.9997483   0.0005402
  0.9989933   0.0006609
  0.9977360   0.0008619
  0.9959774   0.0011429
  0.9937194   0.0015037
  0.9909643   0.0019440
  0.9877149   0.0024635
  0.9839744   0.0030623
  0.9797465   0.0037403
  0.9750356   0.0044979
  0.9698463   0.0053357
  0.9641840   0.0062546
  0.9580542   0.0072559
  0.9514633   0.0083413
  0.9444177   0.0095128
  0.9369247   0.0107727
  0.9289917   0.0121237
  0.9206268   0.0135687
  0.9118383   0.0151107
  0.9026351   0.0167526
  0.8930265   0.0184974
  0.8830222   0.0203476
  0.8726322   0.0223056
  0.8618670   0.0243729
  0.8507374   0.0265505
  0.8392547   0.0288385
  0.8274304   0.0312361
  0.8152763   0.0337413
  0.8028048   0.0363509
  0.7900285   0.0390603
  0.7769600   0.0418639
  0.7636127   0.0447545
  0.7500000   0.0477236
  0.7361355   0.0507613
  0.7220333   0.0538567
  0.7077075   0.0569976
  0.6931726   0.0601708
  0.6784431   0.0633622
  0.6635340   0.0665570
  0.6484602   0.0697399
  0.6332369   0.0728951
  0.6178795   0.0760067
  0.6024033   0.0790588
  0.5868241   0.0820354
  0.5711574   0.0849213
  0.5554191   0.0877013
  0.5396250   0.0903610
  0.5237910   0.0928868
  0.5079330   0.0952658
  0.4920670   0.0974860
  0.4762090   0.0995363
  0.4603750   0.1014066
  0.4445809   0.1030878
  0.4288426   0.1045718
  0.4131759   0.1058515
  0.3975967   0.1069207
  0.3821205   0.1077743
  0.3667631   0.1084080
  0.3515398   0.1088184
  0.3364660   0.1090031
  0.3215569   0.1089606
  0.3068274   0.1086900
  0.2922925   0.1081917
  0.2779667   0.1074665
  0.2638645   0.1065166
  0.2500000   0.1053446
  0.2363873   0.1039543
  0.2230400   0.1023506
  0.2099715   0.1005390
  0.1971952   0.0985262
  0.1847237   0.0963199
  0.1725696   0.0939286
  0.1607453   0.0913618
  0.1492626   0.0886299
  0.1381330   0.0857442
  0.1273678   0.0827165
  0.1169778   0.0795594
  0.1069735   0.0762859
  0.0973649   0.0729094
  0.0881617   0.0694433
  0.0793732   0.0659013
  0.0710083   0.0622965
  0.0630753   0.0586419
  0.0555823   0.0549497
  0.0485367   0.0512314
  0.0419458   0.0474977
  0.0358160   0.0437578
  0.0301537   0.0400201
  0.0249644   0.0362913
  0.0202535   0.0325770
  0.0160256   0.0288809
  0.0122851   0.0252057
  0.0090357   0.0215523
  0.0062806   0.0179206
  0.0040226   0.0143091
  0.0022640   0.0107150
  0.0010067   0.0071351
  0.0002517   0.0035649
  0.0000000   0.0000000
  0.0002517   -0.0016874
  0.0010067   -0.0033604
  0.0022640   -0.0050045
  0.0040226   -0.0066063
  0.0062806   -0.0081533
  0.0090357   -0.0096346
  0.0122851   -0.0110410
  0.0160256   -0.0123653
  0.0202535   -0.0136021
  0.0249644   -0.0147484
  0.0301537   -0.0158034
  0.0358160   -0.0167680
  0.0419458   -0.0176452
  0.0485367   -0.0184398
  0.0555823   -0.0191577
  0.0630753   -0.0198062
  0.0710083   -0.0203931
  0.0793732   -0.0209268
  0.0881617   -0.0214157
  0.0973649   -0.0218677
  0.1069735   -0.0222903
  0.1169778   -0.0226900
  0.1273678   -0.0230721
  0.1381330   -0.0234405
  0.1492626   -0.0237976
  0.1607453   -0.0241442
  0.1725696   -0.0244797
  0.1847237   -0.0248017
  0.1971952   -0.0251067
  0.2099715   -0.0253898
  0.2230400   -0.0256451
  0.2363873   -0.0258663
  0.2500000   -0.0260462
  0.2638645   -0.0261779
  0.2779667   -0.0262545
  0.2922925   -0.0262695
  0.3068274   -0.0262174
  0.3215569   -0.0260936
  0.3364660   -0.0258948
  0.3515398   -0.0256188
  0.3667631   -0.0252651
  0.3821205   -0.0248349
  0.3975967   -0.0243305
  0.4131759   -0.0237559
  0.4288426   -0.0231165
  0.4445809   -0.0224187
  0.4603750   -0.0216699
  0.4762090   -0.0208783
  0.4920670   -0.0200526
  0.5079330   -0.0192016
  0.5237910   -0.0183343
  0.5396250   -0.0174592
  0.5554191   -0.0165844
  0.5711574   -0.0157173
  0.5868241   -0.0148644
  0.6024033   -0.0140312
  0.6178795   -0.0132222
  0.6332369   -0.0124407
  0.6484602   -0.0116890
  0.6635340   -0.0109684
  0.6784431   -0.0102791
  0.6931726   -0.0096205
  0.7077075   -0.0089915
  0.7220333   -0.0083904
  0.7361355   -0.0078151
  0.7500000   -0.0072634
  0.7636127   -0.0067331
  0.7769600   -0.0062224
  0.7900285   -0.0057294
  0.8028048   -0.0052529
  0.8152763   -0.0047923
  0.8274304   -0.0043471
  0.8392547   -0.0039178
  0.8507374   -0.0035052
  0.8618670   -0.0031105
  0.8726322   -0.0027354
  0.8830222   -0.0023817
  0.8930265   -0.0020516
  0.9026351   -0.0017470
  0.9118383   -0.0014699
  0.9206268   -0.0012217
  0.9289917   -0.0010038
  0.9369247   -0.0008168
  0.9444177   -0.0006609
  0.9514633   -0.0005354
  0.9580542   -0.0004392
  0.9641840   -0.0003705
  0.9698463   -0.0003268
  0.9750356   -0.0003051
  0.9797465   -0.0003020
  0.9839744   -0.0003137
  0.9877149   -0.0003362
  0.9909643   -0.0003657
  0.9937194   -0.0003982
  0.9959774   -0.0004303
  0.9977360   -0.0004587
  0.9989933   -0.0004810
  0.9997483   -0.0004951
  1.0000000   -0.0005000
