SD7062_PERFECT_OPTIMIZED_TEKNOFEST_7.5KG
  1.0000000   0.0005000
  0.9997483   0.0005475
  0.9989933   0.0006903
  0.9977360   0.0009288
  0.9959774   0.0012637
  0.9937194   0.0016961
  0.9909643   0.0022273
  0.9877149   0.0028587
  0.9839744   0.0035917
  0.9797465   0.0044281
  0.9750356   0.0053693
  0.9698463   0.0064169
  0.9641840   0.0075720
  0.9580542   0.0088357
  0.9514633   0.0102087
  0.9444177   0.0116913
  0.9369247   0.0132832
  0.9289917   0.0149838
  0.9206268   0.0167918
  0.9118383   0.0187052
  0.9026351   0.0207216
  0.8930265   0.0228377
  0.8830222   0.0250496
  0.8726322   0.0273528
  0.8618670   0.0297422
  0.8507374   0.0322120
  0.8392547   0.0347558
  0.8274304   0.0373668
  0.8152763   0.0400377
  0.8028048   0.0427608
  0.7900285   0.0455280
  0.7769600   0.0483310
  0.7636127   0.0511613
  0.7500000   0.0540104
  0.7361355   0.0568696
  0.7220333   0.0597304
  0.7077075   0.0625841
  0.6931726   0.0654224
  0.6784431   0.0682373
  0.6635340   0.0710207
  0.6484602   0.0737649
  0.6332369   0.0764627
  0.6178795   0.0791069
  0.6024033   0.0816908
  0.5868241   0.0842079
  0.5711574   0.0866522
  0.5554191   0.0890176
  0.5396250   0.0912987
  0.5237910   0.0934899
  0.5079330   0.0955861
  0.4920670   0.0975822
  0.4762090   0.0994731
  0.4603750   0.1012541
  0.4445809   0.1029203
  0.4288426   0.1044668
  0.4131759   0.1058887
  0.3975967   0.1071812
  0.3821205   0.1083394
  0.3667631   0.1093581
  0.3515398   0.1102324
  0.3364660   0.1109571
  0.3215569   0.1115270
  0.3068274   0.1119369
  0.2922925   0.1121818
  0.2779667   0.1122565
  0.2638645   0.1121560
  0.2500000   0.1118754
  0.2363873   0.1114102
  0.2230400   0.1107559
  0.2099715   0.1099085
  0.1971952   0.1088644
  0.1847237   0.1076202
  0.1725696   0.1061734
  0.1607453   0.1045217
  0.1492626   0.1026637
  0.1381330   0.1005984
  0.1273678   0.0983257
  0.1169778   0.0958462
  0.1069735   0.0931612
  0.0973649   0.0902729
  0.0881617   0.0871842
  0.0793732   0.0838990
  0.0710083   0.0804219
  0.0630753   0.0767584
  0.0555823   0.0729146
  0.0485367   0.0688976
  0.0419458   0.0647153
  0.0358160   0.0603761
  0.0301537   0.0558893
  0.0249644   0.0512649
  0.0202535   0.0465133
  0.0160256   0.0416456
  0.0122851   0.0366734
  0.0090357   0.0316088
  0.0062806   0.0264642
  0.0040226   0.0212525
  0.0022640   0.0159868
  0.0010067   0.0106804
  0.0002517   0.0053470
  0.0000000   0.0000000
  0.0002517   -0.0015012
  0.0010067   -0.0029967
  0.0022640   -0.0044805
  0.0040226   -0.0059469
  0.0062806   -0.0073903
  0.0090357   -0.0088052
  0.0122851   -0.0101867
  0.0160256   -0.0115299
  0.0202535   -0.0128306
  0.0249644   -0.0140847
  0.0301537   -0.0152887
  0.0358160   -0.0164396
  0.0419458   -0.0175346
  0.0485367   -0.0185716
  0.0555823   -0.0195487
  0.0630753   -0.0204645
  0.0710083   -0.0213181
  0.0793732   -0.0221088
  0.0881617   -0.0228362
  0.0973649   -0.0235003
  0.1069735   -0.0241012
  0.1169778   -0.0246392
  0.1273678   -0.0251150
  0.1381330   -0.0255291
  0.1492626   -0.0258822
  0.1607453   -0.0261750
  0.1725696   -0.0264085
  0.1847237   -0.0265832
  0.1971952   -0.0267001
  0.2099715   -0.0267597
  0.2230400   -0.0267630
  0.2363873   -0.0267105
  0.2500000   -0.0266029
  0.2638645   -0.0264410
  0.2779667   -0.0262254
  0.2922925   -0.0259570
  0.3068274   -0.0256366
  0.3215569   -0.0252651
  0.3364660   -0.0248438
  0.3515398   -0.0243739
  0.3667631   -0.0238568
  0.3821205   -0.0232943
  0.3975967   -0.0226884
  0.4131759   -0.0220413
  0.4288426   -0.0213555
  0.4445809   -0.0206339
  0.4603750   -0.0198796
  0.4762090   -0.0190959
  0.4920670   -0.0182865
  0.5079330   -0.0174553
  0.5237910   -0.0166064
  0.5396250   -0.0157441
  0.5554191   -0.0148729
  0.5711574   -0.0139972
  0.5868241   -0.0131218
  0.6024033   -0.0122510
  0.6178795   -0.0113896
  0.6332369   -0.0105418
  0.6484602   -0.0097119
  0.6635340   -0.0089040
  0.6784431   -0.0081218
  0.6931726   -0.0073688
  0.7077075   -0.0066481
  0.7220333   -0.0059624
  0.7361355   -0.0053140
  0.7500000   -0.0047048
  0.7636127   -0.0041362
  0.7769600   -0.0036094
  0.7900285   -0.0031247
  0.8028048   -0.0026824
  0.8152763   -0.0022821
  0.8274304   -0.0019232
  0.8392547   -0.0016046
  0.8507374   -0.0013248
  0.8618670   -0.0010822
  0.8726322   -0.0008749
  0.8830222   -0.0007006
  0.8930265   -0.0005571
  0.9026351   -0.0004418
  0.9118383   -0.0003522
  0.9206268   -0.0002856
  0.9289917   -0.0002395
  0.9369247   -0.0002112
  0.9444177   -0.0001981
  0.9514633   -0.0001979
  0.9580542   -0.0002081
  0.9641840   -0.0002266
  0.9698463   -0.0002513
  0.9750356   -0.0002801
  0.9797465   -0.0003115
  0.9839744   -0.0003437
  0.9877149   -0.0003754
  0.9909643   -0.0004053
  0.9937194   -0.0004324
  0.9959774   -0.0004558
  0.9977360   -0.0004747
  0.9989933   -0.0004886
  0.9997483   -0.0004971
  1.0000000   -0.0005000
